1 -12.26198118
2 -12.43957135
3 -12.37538717
4 -12.40763721
5 -12.41442137
6 -12.42192137
7 -12.41909093
8 -12.41765522
9 -12.41783370
10 -12.41901718
11 -12.41896924
12 -12.41875068
